Library Source,Added,Title,Title Short,Series,Book Numbers,Blurb,Authors,Narrators,Tags,Categories,Parent Category,Child Category,Length,Progress,Release Date,Publishers,My Rating,Rating,Ratings,Favorite,Format,Language,Whispersync,From Plus Catalog,Unavailable,Archived,Downloaded,Store Page Changed,Store Page Missing,ASIN,ISBN10,ISBN13,Summary,People Also Bought,Store Page Url,Sample,Web Player,Cover,Search In Goodreads,Collection Ids,Subtitle,Podcast Parent,Is New
Main,269,The Lessons of History,The Lessons of History,,,"The authors devoted five decades to the study of world history and philosophy, culminating in the masterful 11-volume Story of Civilization....","Will, Ariel Durant",Grover Gardner,"Inspiring, Scary, World, Thought-Provoking, Ancient, Socialism, Capitalism",History > Ancient,History,Ancient,5h 35m ,4h 38m left,2004-05-27,"Blackstone Audio, Inc.",,4.4,4213,,Unabridged Audiobook,English,available,true,true,,,,,B002V08DQ0,,,"<p><b>A concise survey of the culture and civilization of mankind, </b><b><i>The Lessons of History</i></b><b> is the result of a lifetime of research from Pulitzer Prize–winning historians Will and Ariel Durant.</b></p> <p>The authors devoted five decades to the study of world history and philosophy, culminating in the masterful eleven-volume <i>Story of Civilization</i>. In this compact summation of their work, Will and Ariel Durant share the vital and profound lessons of our collective past. Their perspective, gained after a lifetime of thinking and writing about the history of humankind, is an invaluable resource for us today. The rare archival recordings of the Durants in conversation, made from 1957–1977, illuminate our present condition and offer insightful guidance for the future.</p>",,https://audible.com/pd/B002V08DQ0?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B002V08DQ0,https://m.media-amazon.com/images/I/51l-ZTRJyWL._SL500_.jpg,https://www.goodreads.com/search?q=Will%20-%20The%20Lessons%20of%20History,__AYCL,,,true
Main,268,From the Wizarding Archive: Curated Writing from the World of Harry Potter,From the Wizarding Archive: Curated Writing from the World of Harry Potter,,,"If you’ve ever wondered why Squibs are never offered a place at Hogwarts, what happened when Vernon Dursley first met James Potter, or how Dumbledore and McGonagall formed their lifelong friendship, From the Wizarding Archive should go straight to the top of your wish list.","J.K. Rowling, Evanna Lynch - foreword","Evanna Lynch, Hugh Quarshie, Finlay Robertson, Lara Sawalha",,,,,,9m left,,,,,,,,,,,,,,,true,B0D8WJYH3L,,,,,https://audible.com/pd/B0D8WJYH3L?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B0D8WJYH3L,https://m.media-amazon.com/images/I/514dXaFcC9L._SL500_.jpg,https://www.goodreads.com/search?q=J.K.%20Rowling%20-%20From%20the%20Wizarding%20Archive%3A%20Curated%20Writing%20from%20the%20World%20of%20Harry%20Potter,,,,true
Main,267,A Poison Like No Other: How Microplastics Corrupted Our Planet and Our Bodies,A Poison Like No Other,,,"It's in our food, our clothes, and our homes. It's microplastic and it's everywhere—including our own bodies. Scientists are just beginning to discover how these tiny particles threaten health, but the studies are alarming. In A Poison Like No Other, Matt Simon reveals a whole new dimension to...",Matt Simon,Adam Verner,"Nature & Ecology, Environment, Physical Illness & Disease, Outdoors & Nature, Conservation, Engineering, Environmental, Science",Health & Wellness > Physical Illness & Disease,Health & Wellness,Physical Illness & Disease,6h 36m ,Finished,2022-10-27,Tantor Media,,4.5,26,,Unabridged Audiobook,English,available,true,true,,,,,B0BHZXDXV9,,,"<p>It's in our food, our clothes, and our homes. It's microplastic and it's everywhere—including our own bodies. Scientists are just beginning to discover how these tiny particles threaten health, but the studies are alarming.</p> <p>In A Poison Like No Other, Matt Simon reveals a whole new dimension to the plastic crisis. Dealing with discarded plastic is bad enough, but when it starts to break down, the real trouble begins. The very thing that makes plastic so useful and ubiquitous—its toughness—means it never really goes away. It just gets smaller and smaller: eventually small enough to enter your lungs or be absorbed by crops or penetrate a fish's muscle tissue before it becomes dinner.</p> <p>Unlike other pollutants, microplastics represent a cocktail of toxicity: plastics contain at least 10,000 different chemicals. Those chemicals are linked to diseases from diabetes to hormone disruption to cancers.</p> <p>A Poison Like No Other is the first book to fully explore this public health threat. As Simon learns from these researchers, there is no easy fix. But we will never curb our plastic addiction until we begin to recognize the invisible particles all around us.</p>",,https://audible.com/pd/B0BHZXDXV9?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B0BHZXDXV9,https://m.media-amazon.com/images/I/41WUySCXEUL._SL500_.jpg,https://www.goodreads.com/search?q=Matt%20Simon%20-%20A%20Poison%20Like%20No%20Other,__AYCL,How Microplastics Corrupted Our Planet and Our Bodies,,true
Main,266,Natural Acts: A Sidelong View of Science and Nature,Natural Acts,,,"""Lively writing about science and nature depends less on the offering of good answers, I think, than on the offering of good questions,"" said David Quammen in the original introduction to Natural Acts. For more than two decades, he has stuck to that credo. In this updated version of Natural Acts...",David Quammen,Patrick Lawlor,"Nature & Ecology, Science, Ecology, Biology, Biological Sciences, Outdoors & Nature, Africa",Science & Engineering > Science,Science & Engineering,Science,13h 31m ,12h 1m left,2022-06-28,Tantor Audio,,4.8,18,,Unabridged Audiobook,English,available,true,true,,,,,B0B489FPGB,,,"<p>""Lively writing about science and nature depends less on the offering of good answers, I think, than on the offering of good questions,"" said David Quammen in the original introduction to <i>Natural Acts</i>. For more than two decades, he has stuck to that credo. In this updated version of <i>Natural Acts</i>, curiosity leads him from New Mexico to Romania, from the Congo to the Amazon, asking questions about mosquitoes (what are their redeeming merits?), dinosaurs (how did they change the life of a dyslexic Vietnam vet?), and cloning (can it save endangered species?).</p> <p>This revised and expanded edition best-loved ""Natural Acts"" columns, which first appeared in <i>Outside</i> magazine in the early 1980s, and includes recent pieces such as ""Planet of Weeds,"" an influential new <i>Natural Acts</i> is an eye-opening journey that will please both Quammen fans and newcomers to his work.</p>",,https://audible.com/pd/B0B489FPGB?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B0B489FPGB,https://m.media-amazon.com/images/I/51ZZCWKWCEL._SL500_.jpg,https://www.goodreads.com/search?q=David%20Quammen%20-%20Natural%20Acts,__AYCL,A Sidelong View of Science and Nature,,true
Main,265,El Amor en los Tiempos del Cólera [Love in the Time of Cholera],El Amor en los Tiempos del Cólera [Love in the Time of Cholera],,,"De jóvenes, Florentino Ariza y Fermina Daza se enamoran apasionadamente, pero Fermina eventualmente decide casarse con un médico rico y de muy buena familia. Florentino estáanonadado, pero es un romántico. Su carrera en los negocios florece, y aunquesostiene 622 pequeños romances, su...",Gabriel García Márquez,Hector Almenara,,,,,,13h 9m left,,,,,,,,,,,,,,,true,B00SX7KDRC,,,,,https://audible.com/pd/B00SX7KDRC?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B00SX7KDRC,https://m.media-amazon.com/images/I/51HUUi5qsyL._SL500_.jpg,https://www.goodreads.com/search?q=Gabriel%20Garc%C3%ADa%20M%C3%A1rquez%20-%20El%20Amor%20en%20los%20Tiempos%20del%20C%C3%B3lera%20%5BLove%20in%20the%20Time%20of%20Cholera%5D,,,,true
Main,264,Notes of a Native Son,Notes of a Native Son,,,"At last, a new audio edition of the book many have called James Baldwin's most influential work! Written during the 1940s and early 1950s, when Baldwin was only in his 20s, the essays collected in Notes of a Native Son capture a view of Black life and Black thought at the dawn of the civil...",James Baldwin,Ron Butler,,,,,,4h 44m left,,,,,,,,,,,,,,,true,B00SK5P8KO,,,,,https://audible.com/pd/B00SK5P8KO?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B00SK5P8KO,https://m.media-amazon.com/images/I/51ulVK+51eL._SL500_.jpg,https://www.goodreads.com/search?q=James%20Baldwin%20-%20Notes%20of%20a%20Native%20Son,,,,true
Main,263,The Truths We Hold: An American Journey,The Truths We Hold: An American Journey,,,"#1 NEW YORK TIMES BESTSELLER In her acclaimed memoir, former Vice President and Democratic presidential nominee Kamala Harris delivers “a life story that genuinely entrances” (Los Angeles Times) as she looks back on how she was shaped by the core truths that unite us. “An engaging read...",Kamala Harris,Kamala Harris,,,,,,1h 24m left,,,,,,,,,,,,,,,true,B07FTSJVTB,,,,,https://audible.com/pd/B07FTSJVTB?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B07FTSJVTB,https://m.media-amazon.com/images/I/41ZH9fo23EL._SL500_.jpg,https://www.goodreads.com/search?q=Kamala%20Harris%20-%20The%20Truths%20We%20Hold%3A%20An%20American%20Journey,,,,true
Main,262,Ulysses,Ulysses,,,"The first authorized, unabridged release of this timeless classic and exclusively available from Recorded Books. Ulysses records the events of a single day, June 16, 1904, in Dublin, Ireland...",James Joyce,Donal Donnelly,"Classics, Witty, Thought-Provoking, Funny",Literature & Fiction > Classics,Literature & Fiction,Classics,42h 19m ,,2013-01-11,Recorded Books,,4,350,,Unabridged Audiobook,English,available,true,true,,,,,B00AZO9BMO,,,"<p>The first authorized, unabridged release of this timeless classic and exclusively available from Recorded Books. <i>Ulysses</i> records the events of a single day, June 16, 1904, in Dublin, Ireland.</p>",,https://audible.com/pd/B00AZO9BMO?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B00AZO9BMO,https://m.media-amazon.com/images/I/51nHrugaSkL._SL500_.jpg,https://www.goodreads.com/search?q=James%20Joyce%20-%20Ulysses,__AYCL,,,true
Main,261,The Big Money,The Big Money,U.S.A. (book 3),3,"The Big Money completes John Dos Passos's three-volume ""fable of America's materialistic success and moral decline"" (American Heritage) and marks the end of ""one of the most ambitious projects that an American novelist has ever undertaken"" (Time). Here, we come back to America after the war and...",John Dos Passos,David Drummond,"Classics, Inspiring",Literature & Fiction > Classics,Literature & Fiction,Classics,19h 30m ,,2011-01-10,Tantor Audio,,4.4,135,,Unabridged Audiobook,English,available,true,true,,,,,B004IAYOM8,,,"<p><i>The Big Money</i> completes John Dos Passos's three-volume ""fable of America's materialistic success and moral decline"" (<i>American Heritage</i>) and marks the end of ""one of the most ambitious projects that an American novelist has ever undertaken"" (<i>Time</i>). </p> <p>Here, we come back to America after the war and find a nation on the upswing. Industrialism booms. The stock market surges. Lindbergh takes his solo flight. Henry Ford makes automobiles. From New York to Hollywood, love affairs to business deals, it is a country taking the turns too fast, speeding toward the crash of 1929. </p> <p>Ultimately, the novels of the U.S.A. trilogy - both individually and as a whole - paint a sweeping portrait of collective America and showcase the brilliance and bravery of one of its most enduring and admired writers.</p>",,https://audible.com/pd/B004IAYOM8?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B004IAYOM8,https://m.media-amazon.com/images/I/51pjFLF14iL._SL500_.jpg,https://www.goodreads.com/search?q=John%20Dos%20Passos%20-%20The%20Big%20Money,__AYCL,,,true
Main,260,1919,1919,U.S.A. (book 2),2,"With 1919, the second volume of his U.S.A. trilogy, John Dos Passos continues his ""vigorous and sweeping panorama of 20th-century America"" (Forum), lauded on publication of the first volume not only for its scope but also for its groundbreaking style. Again employing a host of experimental...",John Dos Passos,David Drummond,"Literary Fiction, Historical Fiction, Classics, Fiction, Genre Fiction, War",Literature & Fiction > Classics,Literature & Fiction,Classics,16h 8m ,,2010-11-09,Tantor Audio,,4.2,172,,Unabridged Audiobook,English,available,true,true,,,,,B004BFZGYU,,,"<p>With <i>1919</i>, the second volume of his U.S.A. trilogy, John Dos Passos continues his ""vigorous and sweeping panorama of 20th-century America"" (<i>Forum</i>), lauded on publication of the first volume not only for its scope but also for its groundbreaking style. Again employing a host of experimental devices that would inspire a whole new generation of writers to follow, Dos Passos captures the many textures, flavors, and background noises of modern life with a cinematic touch and unparalleled nerve. </p> <p> The novel opens to find America and the world at war, and Dos Passos's characters, many of whom we met in the first volume, are thrown into the snarl. We follow the daughter of a Chicago minister, a wide-eyed Texas girl, a young poet, and a radical Jew, and we glimpse Woodrow Wilson, Theodore Roosevelt, and the Unknown Soldier.</p>",,https://audible.com/pd/B004BFZGYU?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B004BFZGYU,https://m.media-amazon.com/images/I/51O2vTS3YiL._SL500_.jpg,https://www.goodreads.com/search?q=John%20Dos%20Passos%20-%201919,__AYCL,,,true
Main,259,The 42nd Parallel,The 42nd Parallel,U.S.A. (book 1),1,This first entry in John Dos Passos's celebrated U.S.A. trilogy paints a grand picture of the United States at the dawn of the twentieth century...,John Dos Passos,David Drummond,,,,,,13h 30m left,,,,,,,,,,true,,,,,true,B0040H5JYG,,,,,https://audible.com/pd/B0040H5JYG?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B0040H5JYG,https://m.media-amazon.com/images/I/51STDYSAF7L._SL500_.jpg,https://www.goodreads.com/search?q=John%20Dos%20Passos%20-%20The%2042nd%20Parallel,__AYCL,,,true
Main,258,The Loved One,The Loved One,,,"""A work of art as rich and subtle and unnerving as anything its author has ever done"" (New Yorker), The Loved One is Evelyn Waugh's cutting satire of 1940s California and the Anglo-American cultural divide. Following the death of a friend, the poet and pets' mortician Dennis Barlow finds himself...",Evelyn Waugh,Simon Prebble,,,,,3h 24m,,,,,,,,,,,,,,,,true,B00AJ35F44,,,,,https://audible.com/pd/B00AJ35F44?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B00AJ35F44,https://m.media-amazon.com/images/I/51uBIbYwd0L._SL500_.jpg,https://www.goodreads.com/search?q=Evelyn%20Waugh%20-%20The%20Loved%20One,,,,true
Main,257,Being Mortal: Medicine and What Matters in the End,Being Mortal: Medicine and What Matters in the End,,,"#1 New York Times Bestseller In Being Mortal, bestselling author Atul Gawande tackles the hardest challenge of his profession: how medicine can not only improve life but also the process of its ending Medicine has triumphed in modern times, transforming birth, injury, and infectious disease from...",Atul Gawande,Robert Petkoff,,,,,,10m left,,,,,,,,,,,,,,,true,B00NPB6OBU,,,,,https://audible.com/pd/B00NPB6OBU?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B00NPB6OBU,https://m.media-amazon.com/images/I/51E6MRmkqwL._SL500_.jpg,https://www.goodreads.com/search?q=Atul%20Gawande%20-%20Being%20Mortal%3A%20Medicine%20and%20What%20Matters%20in%20the%20End,,,,true
Main,256,The Singularity Is Nearer: When We Merge with AI,The Singularity Is Nearer: When We Merge with AI,,,"The noted inventor and futurist’s successor to his landmark book The Singularity Is Near explores how technology will transform the human race in the decades to come Since it was first published in 2005, Ray Kurzweil’s The Singularity Is Near and its vision of an exponential future have...",Ray Kurzweil,Adam Barr,,,,,10h 25m,,,,,,,,,,,,,,,,true,0593148916,,,,,https://audible.com/pd/0593148916?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=0593148916,https://m.media-amazon.com/images/I/51u9mxDVWoL._SL500_.jpg,https://www.goodreads.com/search?q=Ray%20Kurzweil%20-%20The%20Singularity%20Is%20Nearer%3A%20When%20We%20Merge%20with%20AI,,,,true
Main,255,Blue Pastures,Blue Pastures,,,"""""A gathering of gorgeous short pieces"""" (Library Journal), Blue Pastures collects fifteen of Pulitzer Prize– and National Book Award–winning poet Mary Oliver's prose works about nature, writing, and herself. """"This transcendent collection is Oliver's joyful sharing of her love of her craft...",Mary Oliver,Kimberly Farr,,,,,,10m left,,,,,,,,,,,,,,,true,B0CRX5LMJ9,,,,,https://audible.com/pd/B0CRX5LMJ9?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B0CRX5LMJ9,https://m.media-amazon.com/images/I/31YUhU8PWVL._SL500_.jpg,https://www.goodreads.com/search?q=Mary%20Oliver%20-%20Blue%20Pastures,,,,true
Main,254,"Fevers, Feuds, and Diamonds: Ebola and the Ravages of History","Fevers, Feuds, and Diamonds: Ebola and the Ravages of History",,,"In 2014, Sierra Leone, Liberia, and Guinea suffered the worst epidemic of Ebola in history. The brutal virus spread rapidly through a clinical desert, where basic health-care facilities were few and far between....",Paul Farmer,Pete Cross,,,,,,21h 51m left,,,,,,,,,,,,,,,true,1662050607,,,,,https://audible.com/pd/1662050607?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=1662050607,https://m.media-amazon.com/images/I/51WgBDPtjvL._SL500_.jpg,https://www.goodreads.com/search?q=Paul%20Farmer%20-%20Fevers%2C%20Feuds%2C%20and%20Diamonds%3A%20Ebola%20and%20the%20Ravages%20of%20History,,,,true
Main,253,"Wellness, Actually with Emily Oster & Perry Wilson, MD","Wellness, Actually with Emily Oster & Perry Wilson, MD",,,"A staggering amount of health and wellness news and information is bombarding us everywhere we look – and who’s got time to parse it out, to ...",iHeartPodcasts,,,,,,,,,,,,,,Podcast,,,,,,,,true,B0B77X9PDK,,,,,https://audible.com/pd/B0B77X9PDK?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B0B77X9PDK,https://m.media-amazon.com/images/I/51y3mIOKZvL._SL500_.jpg,https://www.goodreads.com/search?q=iHeartPodcasts%20-%20Wellness%2C%20Actually%20with%20Emily%20Oster%20%26%20Perry%20Wilson%2C%20MD,,,true,true
Main,252,Infections and Inequalities: The Modern Plagues,Infections and Inequalities,,,"Paul Farmer has battled AIDS in rural Haiti and deadly strains of drug-resistant tuberculosis in the slums of Peru. A physician-anthropologist with more than fifteen years in the field, Farmer writes from the front lines of the war against these modern plagues and shows why, even more than those...",Paul Farmer,Derek Shoales,"Health, Mental Health, Physical Illness & Disease, Anthropology, Medicine & Health Care Industry, Public Health, Medicine, Africa",Health & Wellness > Medicine & Health Care Industry,Health & Wellness,Medicine & Health Care Industry,11h 46m ,&lt;1 min,2022-11-22,Tantor Audio,,4.7,15,,Unabridged Audiobook,English,available,true,true,,,,,B0BMD5W99C,,,"<p>Paul Farmer has battled AIDS in rural Haiti and deadly strains of drug-resistant tuberculosis in the slums of Peru. A physician-anthropologist with more than fifteen years in the field, Farmer writes from the front lines of the war against these modern plagues and shows why, even more than those of history, they target the poor. This ""peculiarly modern inequality"" that permeates AIDS, TB, malaria, and typhoid in the modern world, and that feeds emerging (or re-emerging) infectious diseases such as Ebola and cholera, is laid bare in Farmer's harrowing memoir rife with stories about diseases and human suffering.</p> <p>Farmer points out that most current explanatory strategies, from ""cost-effective treatment"" to patient ""noncompliance,"" inevitably lead to blaming the victims. In reality, larger forces, global as well as local, determine why some people are sick and others are shielded from risk. Farmer writes of what can be done in the face of seemingly overwhelming odds, by physicians and medical students determined to treat those in need: whether in their home countries or through medical outreach programs like Doctors without Borders. Infections and Inequalities weds meticulous scholarship in medical anthropology with a passion for solutions—remedies for the plagues of the poor and the social illnesses that have sustained them.</p>",,https://audible.com/pd/B0BMD5W99C?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B0BMD5W99C,https://m.media-amazon.com/images/I/51hxUTK8PJL._SL500_.jpg,https://www.goodreads.com/search?q=Paul%20Farmer%20-%20Infections%20and%20Inequalities,__AYCL,The Modern Plagues,,true
Main,251,Parentesco,Parentesco,,,"Más de treinta y cinco años después de su lanzamiento, Parentesco sigue atrayendo a nuevos lectores con su profunda exploración de la violencia y la perdida de la humanidad causada por la esclavitud en Estados Unidos, y el impacto complejo y duradero que aun tiene este hecho histórico en la...",Octavia E. Butler,Isolda Peguero,"Science Fiction, African American, Fantasy, Time Travel",Literature & Fiction > African American,Literature & Fiction,African American,13h 20m ,,2021-06-18,BookaVivo,,4.2,13,,Unabridged Audiobook,Spanish,,true,true,,,,,1638111316,,,"<p>Más de treinta y cinco años después de su lanzamiento, <i>Parentesco </i>sigue atrayendo a nuevos lectores con su profunda exploración de la violencia y la perdida de la humanidad causada por la esclavitud en Estados Unidos, y el impacto complejo y duradero que aun tiene este hecho histórico en la actualidad.</p> <p>La obra más famosa de Butler, aclamada por la crítica, cuenta la historia de Dana, una joven negra que de repente e inexplicablemente es transportada desde su hogar en la California de la década de 1970 hasta la guerra civil. Mientras viaja en el tiempo entre ambos mundos, uno en el que es una mujer libre y otro en el que forma parte de su propia y complicada historia familiar en una plantación del sur, se enreda aterradoramente en la vida de Rufus, un conflictivo esclavista que es a la vez un antepasado de Dana, y en las vidas de las muchas personas que están esclavizadas por él.</p> <p>Considerada como una obra esencial dentro de los géneros feminista, de ciencia ficción y fantasía, y una piedra angular del movimiento afrofuturista, se han vendido mas de medio millón de copias de <i>Parentesco</i>. La interseccionalidad de la raza, la historia y el tratamiento de las mujeres abordada en este audiolibro sigue siendo un tema crítico en el diálogo contemporáneo, tanto en el aula como en la esfera pública. Inquietante, convincente y de una rica imaginación, <i>Parentesco </i>ofrece una mirada inquebrantable a nuestra complicada historia social.</p>",,https://audible.com/pd/1638111316?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=1638111316,https://m.media-amazon.com/images/I/51seO2mdtGL._SL500_.jpg,https://www.goodreads.com/search?q=Octavia%20E.%20Butler%20-%20Parentesco,__AYCL,,,true
Main,250,The Left Hand of Darkness,The Left Hand of Darkness,The Hainish Cycle (book 4),4,"Winner of the Hugo and Nebula Awards. A groundbreaking work of science fiction, The Left Hand of Darkness tells the story of a lone human emissary to Winter, an alien world whose inhabitants can change their gender. His goal is to facilitate Winter's inclusion in a growing intergalactic...",Ursula K. Le Guin,George Guidall,"Science Fiction, Scary, Nebula Award, Fantasy, Suspenseful, Classics, Epic, First Contact, Hugo Award, Thought-Provoking",Literature & Fiction > Classics,Literature & Fiction,Classics,9h 39m ,,2016-12-28,Recorded Books,,4.1,5931,,Unabridged Audiobook,English,available,true,true,,,,,B01NH0D987,,,"<p>Winner of the Hugo and Nebula Awards. </p> <p>A groundbreaking work of science fiction, <i>The Left Hand of Darkness</i> tells the story of a lone human emissary to Winter, an alien world whose inhabitants can change their gender. His goal is to facilitate Winter's inclusion in a growing intergalactic civilization. But to do so he must bridge the gulf between his own views and those of the completely dissimilar culture that he encounters. Embracing the aspects of psychology, society, and human emotion on an alien world, <i>The Left Hand of Darkness</i> stands as a landmark achievement in the annals of intellectual science fiction. </p>",,https://audible.com/pd/B01NH0D987?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B01NH0D987,https://m.media-amazon.com/images/I/41Y2-V4+aTL._SL500_.jpg,https://www.goodreads.com/search?q=Ursula%20K.%20Le%20Guin%20-%20The%20Left%20Hand%20of%20Darkness,__AYCL,,,true
Main,249,"In Love & Struggle, Vol. 3: The Future Is Around Us","In Love & Struggle, Vol. 3: The Future Is Around Us",,,"Created by The Meteor, In Love and Struggle, Vol. 3 brings together a group of visionary Black women and nonbinary people for a series of unforgettable evenings filled with storytelling, music, comedy, and monologues.",The Meteor,"Cree Summer, Zainab Johnson, Amanda Seales, Mahogany L. Browne, Nona Hendryx, Sol, Dr. Sami Schalk, adrienne maree brown",,,,,1h 15m,,,,,,,,,,,true,,,,,true,B0CX5TT1HD,,,,,https://audible.com/pd/B0CX5TT1HD?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B0CX5TT1HD,https://m.media-amazon.com/images/I/51GxMpgJMnL._SL500_.jpg,https://www.goodreads.com/search?q=The%20Meteor%20-%20In%20Love%20%26%20Struggle%2C%20Vol.%203%3A%20The%20Future%20Is%20Around%20Us,__AYCL,,,true
Main,248,Unexpected Stories: Two Novellas,Unexpected Stories: Two Novellas,,,"This exciting collection presents two previously unpublished stories by SF legend Butler. ""A Necessary Being"" precedes the events of Survivor, Butler's third (famously disowned) installment in her Patternist series, and includes characters from it, focusing exclusively on the Kohn, aliens who...",Octavia E. Butler,Robin Miles,,,,,2h 24m,,,,,,,,,,,true,true,,,true,true,B07KWDMJK5,,,,,https://audible.com/pd/B07KWDMJK5?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B07KWDMJK5,https://m.media-amazon.com/images/I/51qizhluBqL._SL500_.jpg,https://www.goodreads.com/search?q=Octavia%20E.%20Butler%20-%20Unexpected%20Stories%3A%20Two%20Novellas,__AYCL,,,true
Main,247,Fledgling,Fledgling,,,"This is the story of an apparently young, amnesiac girl whose alarmingly unhuman needs and abilities lead her to a startling conclusion: She is in fact a genetically modified, 53-year-old vampire. Forced to discover what she can about her stolen former life, she must at the same time learn who...",Octavia E. Butler,Adenrele Ojo,"Paranormal, Paranormal & Urban, Science Fiction, Fantasy, Genetic Engineering, Black Creators, Vampires",Romance > Paranormal,Romance,Paranormal,12h 22m ,,2020-03-09,Recorded Books,,4.3,1227,,Unabridged Audiobook,English,available,true,true,,,,,1980032017,,,"<p>This is the story of an apparently young, amnesiac girl whose alarmingly unhuman needs and abilities lead her to a startling conclusion: She is in fact a genetically modified, 53-year-old vampire. Forced to discover what she can about her stolen former life, she must at the same time learn who wanted - and still wants - to destroy her and those she cares for and how she can save herself.</p>",,https://audible.com/pd/1980032017?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=1980032017,https://m.media-amazon.com/images/I/41F3ldGTjRL._SL500_.jpg,https://www.goodreads.com/search?q=Octavia%20E.%20Butler%20-%20Fledgling,__AYCL,,,true
Main,246,"Wild Seed: The Patternist Series, Book 1",Wild Seed,Patternist (book 1),1,"As the acclaimed Patternist science-fiction series begins, two immortals meet in the long-ago past - and mankind's destiny is changed forever. For a thousand years, Doro has cultivated a small African village, carefully breeding its people in search of seemingly unattainable perfection. He...",Octavia E. Butler,Robin Miles,"Paranormal, Fiction, Science Fiction, Paranormal & Urban, Genre Fiction, Fantasy, Thought-Provoking, Historical, Alternate History, Sagas, Suspenseful",Literature & Fiction > Genre Fiction,Literature & Fiction,Genre Fiction,11h 9m ,,2021-01-05,Recorded Books,,4.7,1804,,Unabridged Audiobook,English,available,true,true,,,,,1980019363,,,"<p><b>As the acclaimed Patternist science-fiction series begins, two immortals meet in the long-ago past - and mankind's destiny is changed forever.&nbsp;</b></p> <p>For a thousand years, Doro has cultivated a small African village, carefully breeding its people in search of seemingly unattainable perfection. He survives through the centuries by stealing the bodies of others, a technique he has so thoroughly mastered that nothing on Earth can kill him. But when a gang of New World slavers destroys his village, ruining his grand experiment, Doro is forced to go west and begin anew. He meets Anyanwu, a centuries-old woman whose means of immortality are as kind as his are cruel. She is a shape-shifter, capable of healing with a kiss, and she recognizes Doro as a tyrant. Though many humans have tried to kill them, these two demi-gods have never before met a rival. Now they begin a struggle that will last centuries and permanently alter the nature of humanity.</p>",,https://audible.com/pd/1980019363?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=1980019363,https://m.media-amazon.com/images/I/41u6BY-IkGL._SL500_.jpg,https://www.goodreads.com/search?q=Octavia%20E.%20Butler%20-%20Wild%20Seed,__AYCL,"The Patternist Series, Book 1",,true
